,damso (ocaml),theo (cpp),theo (cpp),julo (cpp)
,1,1,4,1
,a,a,a,a
mean,0.014857769012451172,0.009361982345581055,0.1364893913269043,0.007808089256286621
std,0.0019387550315011254,0.00037055509210778034,0.17163107085563886,0.0006310226159051054
sample,2.0,2.0,2.0,2.0
