,damso (ocaml),damso (ocaml),theo (cpp),theo (cpp)
,5,5,5,5
,a,b,a,b
mean,0.043213369846343996,0.04523938179016113,0.02539901256561279,0.025346264839172364
std,0.0033769814175086243,0.025493368956662057,0.0012697292753352275,0.0027578289675023455
sample,100.0,100.0,100.0,100.0
